Anaheim Ducks,Arizona Coyotes,Boston Bruins,Buffalo Sabres,Calgary Flames,Carolina Hurricanes,Chicago Blackhawks,Colorado Avalanche,Columbus Blue Jackets,Dallas Stars,Detroit Red Wings,Edmonton Oilers,Florida Panthers,Los Angeles Kings,Minnesota Wild,Montreal Canadiens,Nashville Predators,New Jersey Devils,New York Islanders,New York Rangers,Ottawa Senators,Philadelphia Flyers,Pittsburgh Penguins,San Jose Sharks,St. Louis Blues,Tampa Bay Lightning,Toronto Maple Leafs,Vancouver Canucks,Vegas Golden Knights,Washington Capitals,Winnipeg Jets,date
19,10,20,14,13,14,24,14,18,17,17,19,17,15,17,28,15,21,13,26,21,17,22,18,19,21,17,13,NA,20,20,16/11/2016
19,11,20,14,15,14,24,14,18,17,17,19,17,15,17,28,15,21,13,26,21,17,22,18,19,21,17,13,NA,22,20,17/11/2016
21,12,20,14,15,14,24,14,18,19,17,19,17,17,19,28,17,21,13,26,21,19,22,18,21,23,19,15,NA,22,20,18/11/2016
21,12,20,14,15,16,26,14,20,19,17,19,17,17,19,28,17,21,14,26,21,19,24,18,21,23,19,15,NA,24,20,19/11/2016
21,14,22,16,15,16,28,16,20,19,17,21,19,19,19,30,17,21,14,26,21,19,25,19,23,25,19,16,NA,24,20,20/11/2016
21,14,22,16,17,18,28,16,22,19,17,21,21,21,19,30,17,21,14,27,21,19,25,19,23,25,19,16,NA,24,20,21/11/2016
21,14,22,18,17,18,28,18,23,21,17,23,21,21,20,30,19,21,14,29,21,19,25,21,23,25,19,16,NA,24,20,22/11/2016
22,14,22,18,17,20,28,18,23,21,17,23,21,21,20,30,19,21,16,29,23,21,25,21,25,25,19,16,NA,24,20,23/11/2016
22,14,22,19,19,20,28,18,23,21,19,25,21,23,22,30,21,23,16,29,23,21,27,23,25,27,20,18,NA,26,20,24/11/2016
22,14,22,19,19,20,28,18,23,21,19,25,21,23,22,32,21,23,16,29,25,21,27,23,25,27,20,18,NA,26,20,25/11/2016
22,16,22,19,21,20,30,18,25,23,21,26,21,23,24,32,23,24,16,31,25,21,27,25,25,27,20,18,NA,28,20,26/11/2016
24,16,22,19,21,20,31,19,26,23,22,26,23,25,25,34,23,25,16,31,27,21,29,25,27,27,22,20,NA,28,20,27/11/2016
24,18,24,19,21,22,31,19,26,23,22,26,23,25,25,34,23,25,16,31,29,23,29,25,27,27,22,20,NA,28,22,28/11/2016
24,18,24,19,22,22,31,19,26,24,22,26,23,25,25,34,23,25,18,31,29,23,29,25,29,27,22,20,NA,28,22,29/11/2016
26,19,25,21,22,22,33,19,28,24,24,26,24,25,25,34,25,25,18,33,29,25,29,27,29,27,24,22,NA,28,24,30/11/2016
26,19,25,21,24,22,33,19,28,24,24,26,24,25,25,34,25,25,20,33,29,25,29,29,29,27,24,22,NA,28,24,1/12/2016
28,19,27,23,24,23,35,19,30,24,25,28,26,27,25,34,25,26,22,33,30,27,31,29,31,27,24,22,NA,28,24,2/12/2016
28,19,27,23,26,23,35,19,30,24,25,28,26,27,26,34,25,26,22,33,30,27,31,31,31,27,24,22,NA,28,24,3/12/2016
29,20,29,23,26,23,35,19,32,26,25,30,26,27,26,34,26,28,22,35,32,29,33,31,32,29,25,24,NA,29,26,4/12/2016
29,20,29,23,28,25,35,19,32,26,27,31,26,28,28,36,26,28,23,35,32,31,33,31,32,30,25,24,NA,29,28,5/12/2016
29,20,31,24,28,25,35,19,34,26,27,31,27,28,28,36,26,28,23,35,32,31,35,31,32,30,25,24,NA,31,28,6/12/2016
29,20,31,26,30,25,37,19,34,26,29,32,28,28,28,37,28,30,25,35,32,33,35,31,34,30,25,24,NA,31,29,7/12/2016
31,20,32,26,30,26,37,19,34,26,29,32,28,28,30,37,28,30,25,35,34,33,35,31,34,30,25,24,NA,33,29,8/12/2016
31,21,32,26,32,28,37,21,34,28,29,32,28,28,30,39,28,30,27,37,34,35,37,31,34,30,25,26,NA,33,29,9/12/2016
33,21,32,26,32,28,38,21,36,28,29,33,28,28,32,39,28,30,27,39,34,35,37,31,36,30,25,26,NA,35,29,10/12/2016
33,23,32,26,34,28,38,21,38,28,29,33,30,30,32,41,28,30,27,39,34,37,39,33,36,30,27,26,NA,35,29,11/12/2016
35,23,32,26,34,28,40,23,38,28,30,35,30,30,34,41,28,30,27,41,34,39,39,33,36,30,27,26,NA,37,29,12/12/2016
35,23,34,26,34,28,40,23,38,28,30,35,30,30,34,42,28,30,27,41,34,39,41,33,36,30,27,26,NA,37,29,13/12/2016
35,25,34,28,34,30,42,23,40,30,30,35,30,30,36,42,30,30,27,41,34,39,41,35,36,30,28,26,NA,39,29,14/12/2016
35,25,35,28,34,30,42,23,40,30,30,35,30,30,36,42,30,30,27,41,35,41,43,37,36,32,28,26,NA,39,29,15/12/2016
37,27,35,28,34,30,44,23,40,30,30,35,31,32,38,42,30,30,27,43,35,41,43,37,38,32,29,26,NA,39,31,16/12/2016
37,27,35,30,34,31,44,23,42,30,30,35,33,34,38,42,30,30,28,43,35,41,44,39,38,32,29,28,NA,41,31,17/12/2016
37,27,35,31,34,33,46,23,42,32,32,37,33,34,40,44,31,30,28,45,37,41,45,39,38,33,31,28,NA,41,31,18/12/2016
37,27,37,31,34,33,48,23,44,32,32,37,33,34,40,44,31,31,28,47,39,41,45,39,38,33,31,29,NA,41,33,19/12/2016
39,27,37,31,36,33,48,23,44,32,32,39,33,34,40,44,33,31,28,47,39,42,45,39,39,33,31,29,NA,41,33,20/12/2016
39,27,37,32,36,33,48,23,46,33,32,39,35,35,42,46,35,31,30,47,41,42,47,41,41,35,31,31,NA,41,33,21/12/2016
39,27,37,32,36,33,48,23,46,33,32,41,35,35,42,46,35,31,30,47,41,44,47,41,41,35,31,31,NA,42,33,22/12/2016
40,27,39,32,36,35,48,23,48,33,32,41,35,37,44,46,35,33,30,47,43,44,47,41,41,37,33,31,NA,42,35,23/12/2016
40,27,40,32,38,37,49,25,50,35,34,42,36,38,46,46,35,33,32,47,43,44,49,43,41,37,35,31,NA,44,35,27/12/2016
41,27,40,34,40,37,49,25,52,37,34,42,36,38,48,46,36,33,34,49,43,44,51,45,41,37,35,31,NA,44,37,28/12/2016
41,27,40,34,40,37,49,25,52,37,34,42,37,38,48,47,36,33,34,49,43,44,53,45,43,39,37,33,NA,44,37,29/12/2016
43,27,42,34,40,37,51,25,54,39,36,44,38,38,50,49,36,35,34,51,44,44,53,45,43,40,39,33,NA,45,37,30/12/2016
44,27,42,34,40,39,51,25,54,39,36,44,38,38,50,49,38,35,34,51,44,44,53,47,43,40,39,35,NA,45,37,31/12/2016
44,27,44,34,42,39,51,25,56,39,36,45,40,40,50,50,38,35,36,53,44,44,55,47,43,42,39,37,NA,47,37,1/01/2017
46,27,44,34,42,39,51,25,56,39,37,45,40,40,50,50,38,35,36,53,44,45,55,47,43,42,41,37,NA,49,37,2/01/2017
46,27,44,34,42,39,51,25,56,39,37,45,40,40,50,50,38,37,36,53,44,45,55,47,45,42,41,39,NA,49,37,3/01/2017
46,27,44,36,42,39,51,25,58,39,37,45,40,42,50,52,39,39,36,53,44,45,55,48,45,42,42,39,NA,51,39,4/01/2017
48,27,44,36,44,39,51,25,58,40,37,45,40,42,50,54,39,39,36,55,44,45,55,48,45,42,42,41,NA,51,41,5/01/2017
48,27,44,37,44,41,53,25,58,40,39,47,40,42,52,54,41,39,36,55,44,45,55,48,45,42,42,41,NA,53,41,6/01/2017
50,28,44,37,44,41,55,27,58,40,39,47,42,42,52,54,41,39,37,55,44,45,55,48,45,42,44,43,NA,53,41,7/01/2017
50,30,46,39,46,41,55,27,58,40,39,49,42,44,53,56,41,40,38,57,44,47,55,50,47,42,44,43,NA,55,41,8/01/2017
50,30,47,39,46,43,57,27,60,40,39,49,42,44,55,56,41,40,38,57,46,48,57,50,47,42,44,43,NA,55,41,9/01/2017
50,30,47,39,46,43,57,27,60,42,39,49,44,44,55,56,41,40,38,57,46,48,57,50,47,42,44,43,NA,57,43,10/01/2017
52,30,49,41,46,45,59,27,60,42,40,49,44,44,55,56,43,40,38,57,46,48,57,52,47,42,44,44,NA,57,43,11/01/2017
52,30,49,41,48,45,59,27,60,42,40,49,46,44,55,58,43,40,38,57,46,48,57,52,47,42,44,44,NA,59,43,12/01/2017
54,30,49,41,48,45,59,27,60,44,40,51,46,46,57,58,45,41,38,57,48,50,57,52,47,44,44,45,NA,59,43,13/01/2017
54,32,49,41,48,47,59,27,62,44,40,51,46,46,57,58,45,43,40,57,48,50,57,52,47,44,46,45,NA,61,43,14/01/2017
56,32,51,41,49,49,59,27,62,44,42,53,48,48,59,60,47,43,40,57,48,50,57,52,49,44,48,45,NA,61,44,15/01/2017
57,32,51,41,49,49,59,27,62,44,42,53,48,48,61,60,47,45,40,57,48,50,57,52,51,44,48,46,NA,63,44,16/01/2017
57,32,51,43,49,49,59,27,62,44,44,55,48,48,61,60,47,45,42,57,48,50,59,54,51,46,48,46,NA,64,44,17/01/2017
59,32,51,43,51,49,61,27,64,46,44,55,48,48,61,60,47,47,42,57,50,50,59,54,51,47,50,48,NA,64,44,18/01/2017
59,32,52,43,51,49,61,27,64,46,46,57,49,48,61,60,47,47,42,57,50,50,61,56,51,47,50,48,NA,64,46,19/01/2017
61,32,52,43,51,49,61,27,64,46,46,57,49,48,63,60,49,47,44,59,52,50,61,58,51,47,50,48,NA,66,46,20/01/2017
61,32,52,45,51,49,63,27,64,46,47,58,49,48,63,62,51,47,44,59,52,50,63,58,51,47,50,50,NA,66,46,21/01/2017
61,34,52,47,51,49,63,28,66,47,47,60,49,48,65,63,51,49,46,59,54,50,63,60,51,47,51,50,NA,68,48,22/01/2017
61,34,52,47,51,49,65,28,68,47,48,60,49,48,65,63,53,49,47,61,55,52,65,60,51,47,51,50,NA,68,48,23/01/2017
63,36,52,47,51,49,65,28,68,47,48,60,50,48,65,63,53,49,47,63,55,52,65,62,51,47,53,50,NA,70,48,24/01/2017
63,36,54,49,51,49,65,28,68,48,49,60,50,50,67,65,54,49,49,63,57,52,65,64,53,49,53,50,NA,70,48,25/01/2017
63,36,54,49,51,49,65,28,68,48,49,62,50,50,67,65,54,49,49,63,57,54,65,64,53,49,55,52,NA,70,48,26/01/2017
63,38,56,49,53,49,65,28,68,50,49,64,52,52,69,65,56,49,51,63,58,56,65,64,53,50,55,52,NA,72,50,31/01/2017
65,38,58,49,53,51,65,28,70,52,49,64,54,54,71,67,56,51,53,63,58,56,67,66,53,50,55,52,NA,72,52,1/02/2017
65,38,58,49,55,51,65,28,70,52,49,64,54,56,71,67,56,51,53,63,58,56,67,66,53,50,55,52,NA,74,52,2/02/2017
65,38,58,50,55,51,67,28,70,52,49,64,54,56,71,67,58,51,53,65,60,58,67,68,55,50,55,52,NA,74,54,3/02/2017
65,38,58,50,57,53,67,28,71,52,51,64,56,56,71,67,58,52,53,65,60,58,69,68,55,50,55,52,NA,74,54,4/02/2017
66,40,58,52,57,55,69,30,71,52,53,64,56,58,73,67,58,54,54,65,60,59,71,69,55,52,57,52,NA,76,54,5/02/2017
66,40,58,52,57,55,69,30,71,52,53,66,56,58,73,68,58,54,54,67,60,59,71,69,55,52,57,52,NA,78,54,6/02/2017
66,40,58,52,57,55,69,30,71,52,53,66,56,58,73,68,58,56,56,67,60,59,71,69,57,52,58,52,NA,78,54,7/02/2017
66,40,58,54,59,55,69,32,73,52,54,66,56,58,75,68,60,56,56,69,60,59,72,70,59,54,60,52,NA,80,54,8/02/2017
66,40,58,54,59,55,71,32,73,52,54,66,56,58,76,68,60,56,56,69,60,59,72,70,59,54,60,52,NA,80,54,9/02/2017
68,41,60,54,59,55,71,32,73,52,54,66,56,60,76,70,60,56,58,71,62,59,74,70,61,54,61,54,NA,82,54,10/02/2017
68,41,60,54,59,55,73,32,73,52,54,66,56,60,78,70,60,56,58,71,62,59,74,70,61,55,61,54,NA,82,54,11/02/2017
68,43,62,56,59,55,75,32,75,54,54,66,58,60,78,70,60,56,58,73,64,61,75,71,63,57,61,54,NA,84,54,12/02/2017
68,43,64,56,59,55,75,32,75,54,54,66,58,60,80,70,62,56,60,73,64,61,75,73,63,57,61,56,NA,84,54,13/02/2017
68,45,64,56,59,55,75,32,75,54,54,66,58,60,80,70,62,56,60,75,64,61,75,73,63,57,61,56,NA,84,54,14/02/2017
70,45,64,58,59,55,75,32,75,54,54,68,58,60,80,70,62,58,60,75,64,61,77,73,63,57,63,56,NA,84,56,15/02/2017
70,45,64,58,61,55,75,32,77,54,54,68,60,60,80,70,62,58,60,75,64,61,77,74,65,57,63,56,NA,84,56,16/02/2017
70,47,64,60,61,55,75,32,77,54,54,70,60,60,82,70,62,58,62,75,66,61,79,74,67,57,63,56,NA,84,57,17/02/2017
70,47,64,60,61,56,75,34,79,54,54,70,62,60,82,70,62,58,62,75,66,61,80,74,67,57,63,56,NA,84,57,18/02/2017
70,47,64,62,62,56,75,34,79,56,56,72,64,60,84,70,62,60,62,75,68,61,80,76,67,58,63,58,NA,85,59,19/02/2017
72,47,66,62,62,56,77,35,79,56,58,72,64,60,84,70,64,60,64,77,68,63,80,77,67,60,65,58,NA,85,61,20/02/2017
72,49,66,62,62,56,77,35,79,56,58,72,66,60,84,70,64,60,64,77,68,63,80,77,67,60,65,58,NA,85,61,21/02/2017
72,49,66,62,64,56,79,35,79,56,58,72,66,62,84,72,65,60,66,78,70,63,82,77,67,62,67,58,NA,85,62,22/02/2017
74,49,66,62,64,56,79,35,79,56,58,74,66,62,84,72,65,60,66,78,70,63,82,77,67,62,67,58,NA,87,62,23/02/2017
74,49,68,62,66,56,81,35,79,56,58,74,66,62,84,72,67,60,68,80,70,63,82,77,67,62,68,58,NA,87,62,24/02/2017
74,49,68,62,68,58,81,35,79,58,58,74,66,62,84,72,67,60,68,80,70,63,82,77,67,62,68,58,NA,89,62,25/02/2017
74,49,68,62,68,58,81,37,81,58,58,74,66,64,84,74,69,61,68,82,70,63,84,79,67,62,69,58,NA,89,62,26/02/2017
74,51,70,62,70,58,83,37,83,58,58,74,66,64,84,74,71,61,68,82,72,63,84,79,67,62,69,58,NA,89,62,27/02/2017
74,51,70,62,70,58,83,37,83,58,58,74,66,65,86,76,71,62,68,82,72,63,84,79,67,64,69,58,NA,89,62,28/02/2017
74,51,72,63,72,59,83,37,84,60,60,76,68,66,88,78,73,62,68,82,72,65,84,81,67,64,69,59,NA,91,62,1/03/2017
74,51,72,63,72,60,85,37,84,60,60,76,68,66,88,78,73,62,68,82,72,65,84,81,67,66,69,59,NA,91,62,2/03/2017
74,51,72,65,72,60,85,37,86,60,60,76,69,68,88,80,73,62,70,84,74,67,84,83,67,66,70,59,NA,93,62,3/03/2017
76,53,72,65,74,60,87,37,86,60,61,76,69,68,88,80,73,62,71,84,74,67,86,83,67,66,70,59,NA,93,64,4/03/2017
76,53,74,66,74,60,89,37,86,62,61,78,69,68,88,82,73,62,71,84,76,68,86,83,67,68,70,61,NA,95,66,5/03/2017
76,53,74,66,76,62,89,37,88,62,61,78,69,68,90,82,73,62,71,84,76,68,88,83,69,68,70,63,NA,95,66,6/03/2017
76,53,74,66,76,62,89,37,88,64,61,78,69,68,90,82,73,62,71,86,78,68,88,85,69,69,70,63,NA,95,66,7/03/2017
78,53,74,66,76,62,89,39,90,64,61,78,69,68,90,84,74,62,73,88,78,70,88,85,71,69,72,64,NA,95,66,8/03/2017
78,53,76,66,76,62,89,39,90,64,61,78,69,68,90,84,74,62,73,88,80,70,90,85,71,69,72,64,NA,95,66,9/03/2017
80,54,76,66,78,64,89,41,90,64,61,78,69,70,90,84,75,62,75,88,82,70,90,87,71,71,74,65,NA,95,66,10/03/2017
80,54,76,66,78,64,89,41,92,64,63,79,69,70,92,84,75,62,75,88,82,70,92,87,73,71,74,65,NA,95,66,11/03/2017
80,56,78,68,80,65,89,41,92,64,63,79,69,72,92,84,77,62,75,88,84,70,94,87,75,73,76,65,NA,95,66,12/03/2017
82,56,78,68,80,65,91,41,92,64,63,79,69,72,92,86,77,62,75,90,84,70,94,89,75,73,76,65,NA,95,66,13/03/2017
82,58,80,68,82,67,91,41,94,64,63,79,69,72,92,86,79,62,75,90,84,70,95,89,77,75,76,65,NA,95,67,14/03/2017
82,60,80,68,82,68,93,41,94,64,63,81,71,73,92,86,79,62,77,90,85,70,95,91,77,77,76,65,NA,97,67,15/03/2017
84,60,82,68,82,68,93,43,94,64,63,81,71,73,92,86,79,62,77,90,85,72,95,91,77,77,76,65,NA,97,67,16/03/2017
84,61,82,68,82,70,95,43,96,66,65,83,71,75,92,86,81,64,77,90,85,72,95,91,79,77,78,65,NA,98,69,17/03/2017
85,61,82,70,84,70,95,43,96,66,65,83,73,75,92,86,81,64,77,91,85,72,97,91,79,77,78,65,NA,98,69,18/03/2017
87,61,82,70,84,72,97,43,98,66,67,85,73,75,92,88,81,64,78,93,86,72,97,91,81,77,79,65,NA,100,69,19/03/2017
87,61,82,70,86,73,99,43,100,66,67,85,73,75,92,90,81,64,78,93,86,74,99,91,81,77,79,65,NA,100,71,20/03/2017
87,61,82,72,86,73,99,43,100,68,67,87,73,75,92,90,83,64,78,93,86,74,99,91,81,77,81,65,NA,100,71,21/03/2017
87,63,82,72,86,75,100,43,100,68,69,87,73,75,94,91,83,66,78,94,88,74,101,91,83,77,81,67,NA,102,73,22/03/2017
89,63,82,72,86,75,100,43,100,68,69,87,73,75,94,91,83,66,80,94,88,74,101,91,83,77,83,67,NA,102,73,23/03/2017
89,63,82,72,86,77,102,43,101,69,69,89,75,77,94,91,85,66,80,94,90,76,102,91,85,79,85,67,NA,104,73,24/03/2017
91,63,82,72,86,77,102,43,101,71,70,89,75,77,94,91,85,66,82,94,90,76,103,91,85,81,85,67,NA,104,73,25/03/2017
91,63,84,74,88,79,102,43,103,71,70,91,77,77,94,93,87,66,82,96,90,76,103,91,86,81,85,69,NA,106,73,26/03/2017
93,63,84,74,88,79,102,43,103,73,72,91,77,77,95,93,87,67,82,96,90,78,103,91,86,81,85,69,NA,106,75,27/03/2017
93,63,84,76,90,80,103,43,103,73,74,91,77,77,95,93,89,67,82,96,90,78,103,91,88,83,85,69,NA,106,75,28/03/2017
95,63,86,76,90,82,103,43,105,73,74,93,77,77,96,95,89,68,82,97,91,80,103,93,88,83,87,69,NA,108,77,29/03/2017
95,63,86,76,90,82,105,43,105,73,74,93,77,79,96,95,89,68,82,97,91,80,103,93,90,83,87,69,NA,110,77,30/03/2017
96,63,88,76,90,84,105,43,106,73,74,95,77,79,98,97,89,68,82,97,91,82,103,93,90,85,89,69,NA,110,79,31/03/2017
96,65,88,76,92,84,107,45,106,73,74,95,77,81,98,97,89,68,84,98,91,82,105,93,91,85,89,69,NA,110,79,1/04/2017
97,65,90,76,92,84,107,45,106,75,74,97,77,81,98,99,91,68,84,98,91,84,105,93,91,86,91,69,NA,110,81,2/04/2017
99,67,92,76,92,84,107,45,106,75,74,97,77,81,100,99,91,68,86,100,91,84,107,95,93,88,91,69,NA,112,81,3/04/2017
99,67,92,76,92,84,107,45,106,75,76,97,77,81,100,101,91,68,86,100,92,84,107,95,93,88,93,69,NA,112,81,4/04/2017
101,68,94,76,92,84,108,47,106,77,76,97,77,83,102,101,92,70,88,100,94,85,109,97,93,88,93,69,NA,114,83,5/04/2017
101,68,94,78,92,84,108,47,106,77,76,97,77,83,102,101,92,70,88,100,94,85,109,97,93,88,93,69,NA,116,83,6/04/2017
103,70,95,78,94,84,108,47,106,77,76,99,77,83,104,101,94,70,90,100,96,85,111,97,95,90,93,69,NA,116,85,7/04/2017
103,70,95,78,94,84,108,47,106,77,76,99,77,83,104,101,94,70,90,100,96,85,111,97,95,92,93,69,NA,116,85,8/04/2017
103,70,95,78,94,85,109,48,106,79,77,101,79,85,106,103,94,70,92,100,98,87,111,99,97,92,95,69,NA,118,87,9/04/2017
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/10/2017
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,2,0,2,0,0,0,0,5/10/2017
2,0,2,1,0,0,2,2,0,0,2,2,0,2,0,2,0,0,0,0,1,2,1,0,2,0,2,0,0,2,0,6/10/2017
2,0,2,1,0,0,2,2,2,0,2,2,0,2,0,2,0,0,0,0,1,2,1,0,2,2,2,0,2,2,0,7/10/2017
3,1,2,1,2,2,4,2,2,0,4,2,2,4,1,2,0,2,2,0,2,4,3,0,4,2,4,2,4,4,0,8/10/2017
3,1,2,1,2,2,4,2,2,0,4,2,2,4,1,2,0,2,2,2,2,4,3,0,4,2,4,2,4,4,0,9/10/2017
3,1,2,1,4,2,5,4,2,0,4,2,2,4,1,2,0,4,3,2,2,4,3,0,6,4,6,2,4,5,2,10/10/2017
3,1,2,1,4,3,7,4,4,2,4,2,2,4,1,2,2,4,3,2,4,4,3,0,8,4,6,3,6,5,2,11/10/2017
5,1,2,1,6,3,7,6,4,2,4,2,2,5,1,2,2,6,3,2,4,4,5,0,8,4,6,3,6,5,2,12/10/2017
5,1,2,1,6,3,7,6,4,2,6,2,4,5,3,2,4,6,3,2,4,4,5,2,8,6,6,3,6,5,4,13/10/2017
5,1,2,1,6,3,7,8,6,2,8,2,4,5,3,2,4,6,3,2,6,4,5,2,8,6,6,3,6,7,4,14/10/2017
5,1,4,1,8,3,9,8,8,4,8,2,4,7,4,3,5,8,5,2,8,6,7,2,8,8,8,3,6,7,6,15/10/2017
5,1,4,3,8,3,9,8,8,4,8,2,4,9,4,3,5,8,5,2,8,6,7,2,8,8,8,3,8,7,6,16/10/2017
5,1,4,3,8,3,9,8,8,4,8,2,4,9,4,3,5,8,5,2,8,6,7,2,8,10,8,3,8,7,6,17/10/2017
5,1,4,4,8,5,9,8,10,6,8,2,4,9,4,3,7,10,5,3,8,8,9,4,8,11,10,5,10,7,6,18/10/2017
5,1,4,4,8,5,9,8,10,6,8,2,4,11,4,3,7,10,5,3,8,8,9,4,10,11,12,5,10,7,6,19/10/2017
5,1,6,4,8,7,10,8,10,8,8,4,4,11,4,3,9,12,7,4,9,8,9,4,12,13,12,5,10,7,6,20/10/2017
7,1,6,4,8,7,10,8,10,8,9,4,4,11,4,3,9,12,7,4,9,8,11,6,12,13,12,7,10,9,8,21/10/2017
7,1,7,6,8,7,12,8,10,10,9,4,6,13,6,3,9,12,9,6,11,10,11,6,13,15,12,7,12,9,8,22/10/2017
7,1,7,6,8,7,12,8,10,10,9,4,6,13,6,3,9,12,9,6,11,10,11,6,13,15,12,9,12,9,8,23/10/2017
7,1,7,6,8,7,12,8,10,10,9,4,6,13,6,3,9,12,9,6,11,10,11,8,13,15,14,9,12,9,8,24/10/2017
9,1,7,8,10,7,12,10,10,10,9,5,6,15,6,5,10,12,11,6,12,10,13,8,13,17,14,11,14,9,8,25/10/2017
9,1,7,8,10,7,12,10,12,10,9,5,6,15,6,5,10,12,11,6,12,10,13,8,15,17,14,11,14,9,8,26/10/2017
9,1,9,8,10,9,12,10,12,10,9,7,8,17,8,5,10,12,11,8,14,10,15,8,15,19,14,13,14,9,9,27/10/2017
9,1,9,8,10,9,12,10,14,12,9,7,8,17,8,5,12,14,11,8,15,10,15,8,17,19,14,13,16,9,10,28/10/2017
11,1,10,8,10,9,12,12,14,12,11,7,9,19,10,7,12,16,13,8,15,12,15,10,19,19,14,13,16,11,10,29/10/2017
13,1,10,8,12,10,12,12,14,12,11,7,9,19,10,7,12,16,13,8,15,12,15,10,19,19,14,13,16,11,12,30/10/2017
13,3,11,8,12,10,12,12,16,14,11,7,9,19,10,9,12,16,15,8,15,13,15,12,21,21,14,14,16,11,12,31/10/2017
13,3,11,8,12,10,12,12,16,14,13,7,9,19,10,9,12,16,15,10,15,13,15,12,21,21,14,14,16,11,14,1/11/2017
13,3,11,8,12,10,14,12,16,14,13,7,9,19,10,9,12,18,15,10,15,13,17,14,21,21,16,14,16,11,14,2/11/2017
13,3,13,10,14,10,14,14,18,14,13,7,9,21,12,9,12,18,15,12,17,15,18,14,21,22,16,14,16,13,16,3/11/2017
13,3,13,10,14,10,14,14,18,14,13,9,9,21,12,9,14,18,15,12,17,15,18,14,21,22,16,14,16,13,16,4/11/2017
14,5,13,10,14,11,16,16,19,16,13,9,10,22,12,11,16,18,15,14,17,16,18,16,23,24,16,16,18,15,17,5/11/2017
14,5,13,10,16,11,16,16,19,16,15,9,10,22,12,13,16,19,17,14,17,16,18,16,23,24,16,16,18,15,17,6/11/2017
14,6,15,10,16,11,16,16,19,16,17,9,10,22,12,13,16,19,17,16,17,16,18,16,23,24,18,16,19,17,19,7/11/2017
15,6,15,12,16,13,16,16,19,16,17,11,10,24,12,15,18,19,18,16,17,16,20,16,25,24,18,18,19,17,19,8/11/2017
15,6,15,12,16,13,16,16,19,16,17,11,10,24,12,15,18,19,18,18,17,16,20,16,25,26,20,18,19,17,19,9/11/2017
17,7,15,12,18,13,16,16,19,16,17,13,10,24,14,15,18,20,18,18,17,18,20,16,27,28,20,18,19,17,19,10/11/2017
17,7,16,12,18,15,16,17,19,18,17,13,12,24,14,15,18,20,18,18,19,18,20,16,27,28,22,18,21,19,19,11/11/2017
17,7,16,13,18,16,18,17,21,18,18,13,12,24,16,17,20,22,20,20,21,18,21,18,27,28,24,18,21,19,21,12/11/2017
17,7,16,13,18,16,18,17,21,18,18,14,12,24,16,17,20,24,20,20,21,18,21,20,27,30,24,18,21,21,21,13/11/2017
17,7,16,13,20,18,18,17,21,18,18,14,12,24,16,17,20,24,20,20,21,18,21,20,27,30,24,18,21,21,21,14/11/2017
17,7,16,14,20,18,18,17,23,19,18,16,14,24,18,18,22,24,20,20,21,18,23,20,27,30,24,20,21,21,23,15/11/2017
19,7,16,14,20,18,20,17,23,19,20,16,14,24,18,18,22,24,20,20,21,18,23,20,27,30,24,20,21,21,23,16/11/2017
19,9,18,14,20,18,20,19,23,19,20,16,16,24,20,18,22,25,22,20,21,19,25,20,29,32,26,20,23,21,25,17/11/2017
19,9,18,14,20,18,20,19,25,19,22,16,16,24,20,18,22,25,22,20,21,19,25,20,29,32,26,20,23,21,25,18/11/2017
19,11,20,14,22,20,22,19,25,21,22,16,16,26,20,18,24,25,24,20,22,20,25,20,31,32,28,21,23,23,27,19/11/2017
21,11,20,14,22,22,22,21,25,21,23,16,16,26,20,18,24,25,24,22,22,20,25,20,31,32,28,21,25,23,27,20/11/2017
23,13,20,14,24,22,22,21,27,21,23,16,16,26,21,18,26,27,24,22,22,20,25,21,31,32,28,21,25,23,27,21/11/2017
23,13,20,14,24,22,22,21,27,23,23,16,16,26,21,18,26,27,24,22,22,20,25,21,33,32,28,23,25,23,27,22/11/2017
23,13,22,14,25,22,23,23,29,23,23,18,18,26,23,19,28,28,26,24,22,21,25,23,33,34,29,25,27,25,29,24/11/2017
23,15,24,16,25,22,23,24,31,25,24,18,18,27,25,19,30,30,28,26,22,22,25,24,33,34,31,25,29,27,31,25/11/2017
24,15,24,16,27,22,25,24,31,25,25,18,18,29,25,21,30,32,30,26,22,22,27,26,35,34,31,25,31,29,31,26/11/2017
24,15,24,16,27,24,25,24,31,25,25,20,18,29,25,21,31,32,30,28,22,22,27,26,35,34,31,26,31,29,31,27/11/2017
24,15,24,16,27,24,27,24,31,25,25,20,20,29,25,23,31,32,30,28,22,23,29,26,35,34,31,26,31,29,33,28/11/2017
24,16,24,16,27,25,27,24,33,27,25,22,22,31,25,23,33,32,32,28,22,23,29,28,35,36,33,26,31,29,33,29/11/2017
26,16,26,16,27,25,27,26,33,27,25,22,22,31,25,25,33,32,32,28,22,23,29,28,35,36,33,26,31,29,34,30/11/2017
26,16,26,16,29,25,28,26,33,29,25,22,22,33,27,27,33,32,32,28,22,23,29,28,35,36,35,28,31,29,34,1/12/2017
